Latitude (decimal degrees):	38.496
Longitude (decimal degrees):	27.707
Elevation (m):	97
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20221230:1210,2886.72,392.39,188.92,6.0,22.37,11.75,0.83,0.0
20221230:1310,2010.72,263.7,139.19,3.85,15.5,11.74,0.97,0.0
20221230:1410,886.14,125.75,64.59,1.39,6.84,11.23,0.55,0.0
20221230:1510,0.0,0.0,0.0,0.0,0.0,10.3,0.48,0.0
20221230:1610,0.0,0.0,0.0,0.0,0.0,9.23,0.62,0.0
20221230:1710,0.0,0.0,0.0,0.0,0.0,8.11,0.83,0.0
20221230:1810,0.0,0.0,0.0,0.0,0.0,7.34,0.97,0.0
20221230:1910,0.0,0.0,0.0,0.0,0.0,6.33,1.1,0.0
20221230:2010,0.0,0.0,0.0,0.0,0.0,5.96,1.1,0.0
20221230:2110,0.0,0.0,0.0,0.0,0.0,5.57,1.17,0.0
20221230:2210,0.0,0.0,0.0,0.0,0.0,5.34,1.1,0.0
20221230:2310,0.0,0.0,0.0,0.0,0.0,5.27,1.03,0.0
20221231:0010,0.0,0.0,0.0,0.0,0.0,5.08,1.03,0.0
20221231:0110,0.0,0.0,0.0,0.0,0.0,5.32,0.9,0.0
20221231:0210,0.0,0.0,0.0,0.0,0.0,5.54,0.83,0.0
20221231:0310,0.0,0.0,0.0,0.0,0.0,5.5,0.9,0.0
20221231:0410,0.0,0.0,0.0,0.0,0.0,5.32,0.9,0.0
20221231:0510,0.0,0.0,0.0,0.0,0.0,5.19,0.9,0.0
20221231:0610,824.4,112.67,61.11,1.27,6.33,4.81,0.9,0.0
20221231:0710,2295.3,318.96,129.83,4.0,15.09,5.45,0.55,0.0
20221231:0810,3226.02,485.58,164.54,6.33,22.08,9.18,0.41,0.0
20221231:0910,1509.42,86.19,218.0,4.79,26.71,10.58,0.07,0.0
20221231:1010,3978.24,642.98,183.88,8.46,28.4,11.31,0.55,0.0
20221231:1110,2636.76,284.69,243.28,6.44,26.92,11.73,0.97,0.0
20221231:1210,1357.02,87.19,186.84,4.12,22.48,11.64,1.17,0.0
20221231:1310,1468.38,154.68,140.8,3.35,15.62,11.45,1.31,0.0
20221231:1410,234.66,18.25,42.72,0.87,6.96,10.8,1.03,0.0
20221231:1510,0.0,0.0,0.0,0.0,0.0,9.67,0.97,0.0
20221231:1610,0.0,0.0,0.0,0.0,0.0,8.16,0.9,0.0
20221231:1710,0.0,0.0,0.0,0.0,0.0,8.09,0.76,0.0
20221231:1810,0.0,0.0,0.0,0.0,0.0,7.73,0.69,0.0
20221231:1910,0.0,0.0,0.0,0.0,0.0,7.69,0.83,0.0
20221231:2010,0.0,0.0,0.0,0.0,0.0,7.09,0.83,0.0
20221231:2110,0.0,0.0,0.0,0.0,0.0,6.63,0.9,0.0
20221231:2210,0.0,0.0,0.0,0.0,0.0,6.21,0.97,0.0
20221231:2310,0.0,0.0,0.0,0.0,0.0,5.61,1.1,0.0
20230101:0010,0.0,0.0,0.0,0.0,0.0,4.93,1.1,0.0
20230101:0110,0.0,0.0,0.0,0.0,0.0,5.32,1.1,0.0
20230101:0210,0.0,0.0,0.0,0.0,0.0,4.88,1.17,0.0
20230101:0310,0.0,0.0,0.0,0.0,0.0,4.0,1.24,0.0
20230101:0410,0.0,0.0,0.0,0.0,0.0,3.38,1.31,0.0
20230101:0510,0.0,0.0,0.0,0.0,0.0,2.74,1.38,0.0
20230101:0610,992.82,139.78,63.63,1.36,6.31,2.2,1.38,0.0
20230101:0710,2382.0,325.47,132.27,4.07,15.09,2.83,1.1,0.0
20230101:0810,3558.18,555.88,148.2,6.67,22.12,6.77,1.24,0.0
20230101:0910,4040.58,642.21,171.91,8.16,26.77,8.61,1.45,0.0
20230101:1010,4315.92,718.44,163.68,8.88,28.49,10.02,1.52,0.0
20230101:1110,4079.52,670.73,163.31,8.32,27.04,10.91,1.38,0.0
20230101:1210,3586.98,581.82,144.58,6.89,22.62,11.33,1.31,0.0
20230101:1310,2615.58,402.98,120.18,4.49,15.77,11.26,1.24,0.0
20230101:1410,1319.1,208.1,66.27,1.7,7.12,10.58,0.97,0.0
20230101:1510,0.0,0.0,0.0,0.0,0.0,8.81,0.9,0.0
20230101:1610,0.0,0.0,0.0,0.0,0.0,8.51,0.62,0.0
20230101:1710,0.0,0.0,0.0,0.0,0.0,7.79,0.48,0.0
20230101:1810,0.0,0.0,0.0,0.0,0.0,7.28,0.55,0.0
20230101:1910,0.0,0.0,0.0,0.0,0.0,6.84,0.76,0.0
20230101:2010,0.0,0.0,0.0,0.0,0.0,6.1,0.9,0.0
20230101:2110,0.0,0.0,0.0,0.0,0.0,5.25,1.1,0.0
20230101:2210,0.0,0.0,0.0,0.0,0.0,4.11,1.17,0.0
20230101:2310,0.0,0.0,0.0,0.0,0.0,3.34,1.24,0.0
20230102:0010,0.0,0.0,0.0,0.0,0.0,2.47,1.31,0.0
20230102:0110,0.0,0.0,0.0,0.0,0.0,2.04,1.45,0.0
20230102:0210,0.0,0.0,0.0,0.0,0.0,1.52,1.45,0.0
20230102:0310,0.0,0.0,0.0,0.0,0.0,1.04,1.52,0.0
20230102:0410,0.0,0.0,0.0,0.0,0.0,0.67,1.52,0.0
20230102:0510,0.0,0.0,0.0,0.0,0.0,0.16,1.52,0.0
20230102:0610,1235.28,182.21,64.75,1.48,6.3,0.03,1.52,0.0
20230102:0710,2632.68,381.74,123.29,4.3,15.1,2.03,1.1,0.0
20230102:0810,3696.54,595.51,140.97,6.91,22.15,6.74,1.03,0.0
20230102:0910,4167.06,692.53,159.61,8.45,26.83,9.17,1.03,0.0
20230102:1010,4379.4,754.45,157.12,9.13,28.58,10.78,0.97,0.0
20230102:1110,4134.18,699.56,159.38,8.54,27.14,11.7,0.9,0.0
20230102:1210,3615.72,598.11,144.14,7.03,22.74,12.14,0.83,0.0
20230102:1310,2664.48,417.12,121.37,4.61,15.9,12.05,0.76,0.0
20230102:1410,1323.12,208.73,67.45,1.74,7.25,11.29,0.76,0.0
20230102:1510,0.0,0.0,0.0,0.0,0.0,10.11,0.62,0.0
20230102:1610,0.0,0.0,0.0,0.0,0.0,9.08,0.62,0.0
20230102:1710,0.0,0.0,0.0,0.0,0.0,8.12,0.83,0.0
20230102:1810,0.0,0.0,0.0,0.0,0.0,7.22,1.03,0.0
20230102:1910,0.0,0.0,0.0,0.0,0.0,5.03,1.24,0.0
20230102:2010,0.0,0.0,0.0,0.0,0.0,3.95,1.31,0.0
20230102:2110,0.0,0.0,0.0,0.0,0.0,3.23,1.38,0.0
20230102:2210,0.0,0.0,0.0,0.0,0.0,2.68,1.38,0.0
20230102:2310,0.0,0.0,0.0,0.0,0.0,2.26,1.45,0.0
20230103:0010,0.0,0.0,0.0,0.0,0.0,1.81,1.45,0.0
20230103:0110,0.0,0.0,0.0,0.0,0.0,1.31,1.52,0.0
20230103:0210,0.0,0.0,0.0,0.0,0.0,0.79,1.59,0.0
20230103:0310,0.0,0.0,0.0,0.0,0.0,0.23,1.66,0.0
20230103:0410,0.0,0.0,0.0,0.0,0.0,-0.2,1.66,0.0
20230103:0510,0.0,0.0,0.0,0.0,0.0,-0.55,1.66,0.0
20230103:0610,1312.38,197.25,63.58,1.52,6.3,-0.54,1.66,0.0
20230103:0710,2743.44,404.52,119.66,4.41,15.12,1.08,1.17,0.0
20230103:0810,3727.8,604.41,140.02,6.98,22.19,6.54,0.9,0.0
20230103:0910,4214.82,713.97,154.99,8.59,26.89,9.23,0.76,0.0
20230103:1010,4370.7,756.55,160.06,9.21,28.67,10.92,0.69,0.0
20230103:1110,4127.04,699.69,163.61,8.61,27.26,11.76,0.62,0.0
20230103:1210,3647.46,610.16,143.25,7.14,22.87,12.07,0.55,0.0
20230103:1310,2661.0,414.87,123.73,4.65,16.03,11.83,0.55,0.0
20230103:1410,1353.6,212.72,69.14,1.79,7.39,10.96,0.62,0.0
20230103:1510,0.0,0.0,0.0,0.0,0.0,9.72,0.48,0.0
20230103:1610,0.0,0.0,0.0,0.0,0.0,8.23,0.83,0.0
20230103:1710,0.0,0.0,0.0,0.0,0.0,6.44,1.03,0.0
20230103:1810,0.0,0.0,0.0,0.0,0.0,5.27,1.17,0.0
20230103:1910,0.0,0.0,0.0,0.0,0.0,4.23,1.17,0.0
20230103:2010,0.0,0.0,0.0,0.0,0.0,2.99,1.31,0.0
20230103:2110,0.0,0.0,0.0,0.0,0.0,2.38,1.38,0.0
20230103:2210,0.0,0.0,0.0,0.0,0.0,2.57,1.31,0.0
20230103:2310,0.0,0.0,0.0,0.0,0.0,3.55,1.17,0.0
20230104:0010,0.0,0.0,0.0,0.0,0.0,4.09,1.1,0.0
20230104:0110,0.0,0.0,0.0,0.0,0.0,4.27,1.17,0.0
20230104:0210,0.0,0.0,0.0,0.0,0.0,3.27,1.24,0.0
20230104:0310,0.0,0.0,0.0,0.0,0.0,2.38,1.31,0.0
20230104:0410,0.0,0.0,0.0,0.0,0.0,1.8,1.38,0.0
20230104:0510,0.0,0.0,0.0,0.0,0.0,1.32,1.38,0.0
20230104:0610,1233.48,185.05,63.33,1.48,6.3,1.25,1.31,0.0
20230104:0710,2627.82,382.23,121.49,4.3,15.14,1.41,0.9,0.0
20230104:0810,3648.96,586.83,141.34,6.87,22.24,6.12,0.69,0.0
20230104:0910,4182.48,697.19,154.9,8.46,26.97,8.17,0.97,0.0
20230104:1010,4405.92,749.2,156.11,9.11,28.77,9.19,1.17,0.0
20230104:1110,4178.76,694.03,159.69,8.54,27.38,9.74,1.24,0.0
20230104:1210,3688.86,604.01,140.66,7.09,23.0,9.83,1.17,0.0
20230104:1310,2683.2,410.24,122.56,4.63,16.17,9.38,1.1,0.0
20230104:1410,1446.24,226.81,68.7,1.86,7.53,8.23,1.17,0.0
20230104:1510,0.0,0.0,0.0,0.0,0.0,6.56,1.03,0.0
20230104:1610,0.0,0.0,0.0,0.0,0.0,4.7,1.1,0.0
20230104:1710,0.0,0.0,0.0,0.0,0.0,3.29,1.24,0.0
20230104:1810,0.0,0.0,0.0,0.0,0.0,2.5,1.31,0.0
20230104:1910,0.0,0.0,0.0,0.0,0.0,2.05,1.38,0.0
20230104:2010,0.0,0.0,0.0,0.0,0.0,1.63,1.38,0.0
20230104:2110,0.0,0.0,0.0,0.0,0.0,1.31,1.38,0.0
20230104:2210,0.0,0.0,0.0,0.0,0.0,0.99,1.38,0.0
20230104:2310,0.0,0.0,0.0,0.0,0.0,0.88,1.38,0.0
20230105:0010,0.0,0.0,0.0,0.0,0.0,0.78,1.38,0.0
20230105:0110,0.0,0.0,0.0,0.0,0.0,0.5,1.38,0.0
20230105:0210,0.0,0.0,0.0,0.0,0.0,0.37,1.38,0.0
20230105:0310,0.0,0.0,0.0,0.0,0.0,0.44,1.31,0.0
20230105:0410,0.0,0.0,0.0,0.0,0.0,0.37,1.38,0.0
20230105:0510,0.0,0.0,0.0,0.0,0.0,0.17,1.38,0.0
20230105:0610,980.34,138.22,61.6,1.34,6.31,0.32,1.31,0.0
20230105:0710,2404.14,334.05,128.53,4.11,15.17,2.77,0.97,0.0
20230105:0810,3232.62,460.21,174.81,6.33,22.29,6.09,1.03,0.0
20230105:0910,4099.08,668.99,159.83,8.3,27.05,8.07,1.17,0.0
20230105:1010,4304.58,721.31,161.19,8.95,28.88,9.42,1.17,0.0
20230105:1110,4110.3,688.27,155.78,8.46,27.5,10.36,1.03,0.0
20230105:1210,3474.42,551.96,153.55,6.85,23.14,10.9,0.83,0.0
20230105:1310,594.6,20.51,109.44,2.26,16.32,10.92,0.76,0.0
20230105:1410,275.4,20.31,48.63,0.99,7.68,10.23,0.83,0.0
20230105:1510,0.0,0.0,0.0,0.0,0.0,8.65,0.76,0.0
20230105:1610,0.0,0.0,0.0,0.0,0.0,7.91,0.48,0.0
20230105:1710,0.0,0.0,0.0,0.0,0.0,7.16,0.14,0.0
20230105:1810,0.0,0.0,0.0,0.0,0.0,6.59,0.21,0.0
20230105:1910,0.0,0.0,0.0,0.0,0.0,6.3,0.48,0.0
20230105:2010,0.0,0.0,0.0,0.0,0.0,5.73,0.62,0.0
20230105:2110,0.0,0.0,0.0,0.0,0.0,5.24,0.76,0.0
20230105:2210,0.0,0.0,0.0,0.0,0.0,4.65,0.9,0.0
20230105:2310,0.0,0.0,0.0,0.0,0.0,3.29,0.9,0.0
20230106:0010,0.0,0.0,0.0,0.0,0.0,2.76,0.83,0.0
20230106:0110,0.0,0.0,0.0,0.0,0.0,2.93,0.83,0.0
20230106:0210,0.0,0.0,0.0,0.0,0.0,1.69,1.1,0.0
20230106:0310,0.0,0.0,0.0,0.0,0.0,0.97,1.24,0.0
20230106:0410,0.0,0.0,0.0,0.0,0.0,1.76,1.03,0.0
20230106:0510,0.0,0.0,0.0,0.0,0.0,2.74,0.9,0.0
20230106:0610,946.86,133.72,62.22,1.34,6.33,2.88,0.97,0.0
20230106:0710,2438.82,344.67,125.32,4.14,15.21,2.12,0.55,0.0
20230106:0810,2950.74,396.54,187.82,6.06,22.35,6.51,0.28,0.0
20230106:0910,3991.74,654.04,162.7,8.23,27.14,8.46,0.55,0.0
20230106:1010,4168.86,684.17,172.59,8.79,28.99,9.3,0.83,0.0
20230106:1110,4074.06,674.92,160.27,8.43,27.64,10.0,0.97,0.0
20230106:1210,3586.68,577.61,144.97,6.98,23.28,10.22,1.24,0.0
20230106:1310,2646.36,403.11,122.03,4.63,16.47,10.05,1.38,0.0
20230106:1410,1361.58,210.1,69.88,1.86,7.83,9.37,1.17,0.0
20230106:1510,0.0,0.0,0.0,0.0,0.0,8.11,1.03,0.0
20230106:1610,0.0,0.0,0.0,0.0,0.0,6.5,0.9,0.0
20230106:1710,0.0,0.0,0.0,0.0,0.0,5.97,0.9,0.0
20230106:1810,0.0,0.0,0.0,0.0,0.0,5.51,0.9,0.0
20230106:1910,0.0,0.0,0.0,0.0,0.0,5.4,0.97,0.0
20230106:2010,0.0,0.0,0.0,0.0,0.0,4.08,1.17,0.0
20230106:2110,0.0,0.0,0.0,0.0,0.0,2.88,1.31,0.0
20230106:2210,0.0,0.0,0.0,0.0,0.0,2.34,1.31,0.0
20230106:2310,0.0,0.0,0.0,0.0,0.0,2.15,1.31,0.0
20230107:0010,0.0,0.0,0.0,0.0,0.0,1.92,1.31,0.0
20230107:0110,0.0,0.0,0.0,0.0,0.0,2.04,1.24,0.0
20230107:0210,0.0,0.0,0.0,0.0,0.0,1.96,1.24,0.0
20230107:0310,0.0,0.0,0.0,0.0,0.0,1.08,1.31,0.0
20230107:0410,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0
20230107:0510,0.0,0.0,0.0,0.0,0.0,-0.59,1.59,0.0
20230107:0610,1149.54,167.12,63.41,1.45,6.35,-0.64,1.59,0.0
20230107:0710,2658.36,390.14,118.68,4.36,15.25,1.64,1.17,0.0
20230107:0810,3649.8,571.98,145.36,6.85,22.42,5.45,1.38,0.0
20230107:0910,4262.82,699.37,155.68,8.55,27.23,7.1,1.59,0.0
20230107:1010,4452.78,743.26,160.68,9.19,29.11,8.5,1.66,0.0
20230107:1110,4209.48,689.65,164.09,8.63,27.78,9.42,1.59,0.0
20230107:1210,3690.6,595.05,146.09,7.16,23.44,9.9,1.52,0.0
20230107:1310,2763.54,425.35,122.47,4.81,16.63,9.83,1.52,0.0
20230107:1410,1486.02,233.19,70.8,1.99,7.98,9.16,1.17,0.0
20230107:1510,0.0,0.0,0.0,0.0,0.0,7.61,1.17,0.0
20230107:1610,0.0,0.0,0.0,0.0,0.0,5.63,1.03,0.0
20230107:1710,0.0,0.0,0.0,0.0,0.0,5.58,0.9,0.0
20230107:1810,0.0,0.0,0.0,0.0,0.0,5.1,0.9,0.0
20230107:1910,0.0,0.0,0.0,0.0,0.0,5.18,1.03,0.0
20230107:2010,0.0,0.0,0.0,0.0,0.0,4.76,1.03,0.0
20230107:2110,0.0,0.0,0.0,0.0,0.0,4.43,1.03,0.0
20230107:2210,0.0,0.0,0.0,0.0,0.0,4.17,1.03,0.0
20230107:2310,0.0,0.0,0.0,0.0,0.0,4.04,1.03,0.0
20230108:0010,0.0,0.0,0.0,0.0,0.0,3.84,1.1,0.0
20230108:0110,0.0,0.0,0.0,0.0,0.0,3.6,1.17,0.0
20230108:0210,0.0,0.0,0.0,0.0,0.0,2.93,1.17,0.0
20230108:0310,0.0,0.0,0.0,0.0,0.0,1.55,1.24,0.0
20230108:0410,0.0,0.0,0.0,0.0,0.0,0.81,1.24,0.0
20230108:0510,0.0,0.0,0.0,0.0,0.0,0.36,1.24,0.0
20230108:0610,1196.22,177.33,63.26,1.48,6.38,0.22,1.24,0.0
20230108:0710,2679.84,397.9,116.16,4.39,15.3,1.59,0.97,0.0
20230108:0810,3663.66,582.17,142.92,6.93,22.5,5.44,0.97,0.0
20230108:0910,4242.0,701.09,155.47,8.59,27.34,7.25,1.24,0.0
20230108:1010,4435.5,746.59,159.03,9.22,29.24,8.41,1.31,0.0
20230108:1110,4236.18,704.17,158.81,8.72,27.93,9.16,1.31,0.0
20230108:1210,3705.6,596.49,148.75,7.23,23.6,9.47,1.31,0.0
20230108:1310,2749.44,420.37,124.38,4.83,16.79,9.34,1.31,0.0
20230108:1410,1501.32,232.85,73.48,2.04,8.14,8.67,1.03,0.0
20230108:1510,0.0,0.0,0.0,0.0,0.0,7.07,0.97,0.0
20230108:1610,0.0,0.0,0.0,0.0,0.0,6.28,0.83,0.0
20230108:1710,0.0,0.0,0.0,0.0,0.0,5.62,0.76,0.0
20230108:1810,0.0,0.0,0.0,0.0,0.0,5.11,0.76,0.0
20230108:1910,0.0,0.0,0.0,0.0,0.0,4.77,1.03,0.0
20230108:2010,0.0,0.0,0.0,0.0,0.0,3.96,1.1,0.0
20230108:2110,0.0,0.0,0.0,0.0,0.0,3.33,1.17,0.0
20230108:2210,0.0,0.0,0.0,0.0,0.0,2.69,1.17,0.0
20230108:2310,0.0,0.0,0.0,0.0,0.0,2.14,1.24,0.0
20230109:0010,0.0,0.0,0.0,0.0,0.0,1.4,1.31,0.0
20230109:0110,0.0,0.0,0.0,0.0,0.0,0.83,1.38,0.0
20230109:0210,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0
20230109:0310,0.0,0.0,0.0,0.0,0.0,-0.74,1.52,0.0
20230109:0410,0.0,0.0,0.0,0.0,0.0,-1.13,1.52,0.0
20230109:0510,0.0,0.0,0.0,0.0,0.0,-1.42,1.52,0.0
20230109:0610,1256.28,187.25,62.91,1.52,6.41,-1.31,1.45,0.0
20230109:0710,2745.42,410.1,115.71,4.49,15.36,1.24,1.03,0.0
20230109:0810,3642.54,576.21,145.11,6.93,22.58,5.65,0.97,0.0
20230109:0910,4175.28,695.19,157.65,8.59,27.45,8.14,0.83,0.0
20230109:1010,4372.92,749.78,160.37,9.3,29.38,9.63,0.69,0.0
20230109:1110,4169.52,707.31,160.1,8.79,28.08,10.58,0.62,0.0
20230109:1210,3666.78,601.73,148.68,7.31,23.76,11.09,0.76,0.0
20230109:1310,2740.14,426.48,124.41,4.9,16.96,11.16,0.83,0.0
20230109:1410,1486.56,232.43,74.3,2.08,8.31,10.6,0.62,0.0
20230109:1510,0.0,0.0,0.0,0.0,0.0,9.09,0.76,0.0
20230109:1610,0.0,0.0,0.0,0.0,0.0,6.95,1.1,0.0
20230109:1710,0.0,0.0,0.0,0.0,0.0,4.65,1.45,0.0
20230109:1810,0.0,0.0,0.0,0.0,0.0,2.95,1.66,0.0
20230109:1910,0.0,0.0,0.0,0.0,0.0,2.25,1.79,0.0
20230109:2010,0.0,0.0,0.0,0.0,0.0,1.2,1.79,0.0
20230109:2110,0.0,0.0,0.0,0.0,0.0,0.54,1.79,0.0
20230109:2210,0.0,0.0,0.0,0.0,0.0,0.04,1.86,0.0
20230109:2310,0.0,0.0,0.0,0.0,0.0,-0.32,1.86,0.0
20230110:0010,0.0,0.0,0.0,0.0,0.0,-0.35,1.93,0.0
20230110:0110,0.0,0.0,0.0,0.0,0.0,-0.14,1.93,0.0
20230110:0210,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.0
20230110:0310,0.0,0.0,0.0,0.0,0.0,1.03,2.0,0.0
20230110:0410,0.0,0.0,0.0,0.0,0.0,0.59,2.0,0.0
20230110:0510,0.0,0.0,0.0,0.0,0.0,0.73,2.07,0.0
20230110:0610,205.68,14.86,38.36,0.78,6.45,1.66,2.0,0.0
20230110:0710,374.82,4.61,80.72,1.63,15.42,3.64,1.72,0.0
20230110:0810,1778.88,147.01,200.04,4.7,22.67,7.51,1.79,0.0
20230110:0910,2672.04,272.69,247.14,6.51,27.56,9.24,2.83,0.0
20230110:1010,1681.08,89.75,240.22,5.3,29.52,10.26,4.14,0.0
20230110:1110,1544.28,79.75,225.28,4.94,28.24,10.72,4.14,0.0
20230110:1210,415.14,0.0,95.45,1.9,23.93,11.05,4.69,0.0
20230110:1310,158.04,0.0,44.54,0.89,17.13,10.71,4.0,0.0
20230110:1410,74.94,0.0,26.36,0.52,8.48,10.39,4.0,0.0
20230110:1510,0.0,0.0,0.0,0.0,0.0,9.3,3.52,0.0
20230110:1610,0.0,0.0,0.0,0.0,0.0,8.26,3.03,0.0
20230110:1710,0.0,0.0,0.0,0.0,0.0,7.79,2.34,0.0
20230110:1810,0.0,0.0,0.0,0.0,0.0,7.39,1.86,0.0
20230110:1910,0.0,0.0,0.0,0.0,0.0,7.77,1.45,0.0
20230110:2010,0.0,0.0,0.0,0.0,0.0,7.52,1.24,0.0
20230110:2110,0.0,0.0,0.0,0.0,0.0,6.83,0.9,0.0
20230110:2210,0.0,0.0,0.0,0.0,0.0,6.54,1.38,0.0
20230110:2310,0.0,0.0,0.0,0.0,0.0,6.45,2.07,0.0
20230111:0010,0.0,0.0,0.0,0.0,0.0,6.72,2.07,0.0
20230111:0110,0.0,0.0,0.0,0.0,0.0,6.67,1.79,0.0
20230111:0210,0.0,0.0,0.0,0.0,0.0,6.42,1.66,0.0
20230111:0310,0.0,0.0,0.0,0.0,0.0,6.36,1.52,0.0
20230111:0410,0.0,0.0,0.0,0.0,0.0,6.13,1.31,0.0
20230111:0510,0.0,0.0,0.0,0.0,0.0,5.97,1.03,0.0
20230111:0610,103.32,3.68,28.75,0.58,6.5,5.88,0.97,0.0
20230111:0710,135.06,0.0,39.09,0.78,15.49,6.28,0.97,0.0
20230111:0810,316.92,0.0,75.45,1.5,22.76,6.78,0.97,0.0
20230111:0910,302.34,0.0,72.72,1.45,27.69,7.09,0.97,0.0
20230111:1010,241.44,0.0,60.9,1.21,29.67,7.49,1.1,0.0
20230111:1110,245.46,0.0,61.81,1.23,28.41,7.97,1.03,0.0
20230111:1210,164.04,0.0,45.45,0.9,24.11,8.32,1.17,0.0
20230111:1310,129.72,0.0,38.18,0.76,17.3,7.89,1.86,0.0
20230111:1410,56.7,0.0,21.82,0.43,8.65,7.32,1.66,0.0
20230111:1510,0.0,0.0,0.0,0.0,0.0,6.44,1.66,0.0
20230111:1610,0.0,0.0,0.0,0.0,0.0,5.64,1.52,0.0
20230111:1710,0.0,0.0,0.0,0.0,0.0,4.82,1.38,0.0
20230111:1810,0.0,0.0,0.0,0.0,0.0,4.37,1.24,0.0
20230111:1910,0.0,0.0,0.0,0.0,0.0,3.84,1.17,0.0
20230111:2010,0.0,0.0,0.0,0.0,0.0,3.72,1.31,0.0
20230111:2110,0.0,0.0,0.0,0.0,0.0,3.89,1.24,0.0
20230111:2210,0.0,0.0,0.0,0.0,0.0,3.5,1.1,0.0
20230111:2310,0.0,0.0,0.0,0.0,0.0,2.96,1.24,0.0
20230112:0010,0.0,0.0,0.0,0.0,0.0,2.41,1.24,0.0
20230112:0110,0.0,0.0,0.0,0.0,0.0,1.74,1.31,0.0
20230112:0210,0.0,0.0,0.0,0.0,0.0,1.44,1.17,0.0
20230112:0310,0.0,0.0,0.0,0.0,0.0,1.45,1.03,0.0
20230112:0410,0.0,0.0,0.0,0.0,0.0,1.08,1.17,0.0
20230112:0510,0.0,0.0,0.0,0.0,0.0,1.04,1.17,0.0
20230112:0610,78.78,0.0,26.36,0.52,6.55,1.04,1.1,0.0
20230112:0710,2371.14,333.33,126.42,4.18,15.57,3.68,0.62,0.0
20230112:0810,3565.44,571.66,138.95,6.89,22.87,6.9,0.83,0.0
20230112:0910,4068.6,665.86,158.47,8.43,27.82,8.18,1.03,0.0
20230112:1010,4132.98,660.32,183.76,8.88,29.83,9.19,1.03,0.0
20230112:1110,3741.6,554.0,206.56,8.16,28.59,9.94,0.9,0.0
20230112:1210,1674.6,125.63,208.02,4.79,24.29,10.2,0.76,0.0
20230112:1310,2701.5,415.48,124.12,4.92,17.49,10.13,0.83,0.0
20230112:1410,1509.72,233.84,75.28,2.19,8.83,9.44,0.62,0.0
20230112:1510,0.0,0.0,0.0,0.0,0.0,8.59,0.62,0.0
20230112:1610,0.0,0.0,0.0,0.0,0.0,7.8,0.41,0.0
20230112:1710,0.0,0.0,0.0,0.0,0.0,7.16,0.21,0.0
20230112:1810,0.0,0.0,0.0,0.0,0.0,6.77,0.34,0.0
20230112:1910,0.0,0.0,0.0,0.0,0.0,6.59,0.69,0.0
20230112:2010,0.0,0.0,0.0,0.0,0.0,6.29,0.62,0.0
20230112:2110,0.0,0.0,0.0,0.0,0.0,6.0,0.55,0.0
20230112:2210,0.0,0.0,0.0,0.0,0.0,5.71,0.48,0.0
20230112:2310,0.0,0.0,0.0,0.0,0.0,5.25,0.62,0.0
20230113:0010,0.0,0.0,0.0,0.0,0.0,4.34,0.97,0.0
20230113:0110,0.0,0.0,0.0,0.0,0.0,3.77,1.03,0.0
20230113:0210,0.0,0.0,0.0,0.0,0.0,3.63,0.97,0.0
20230113:0310,0.0,0.0,0.0,0.0,0.0,3.59,0.9,0.0
20230113:0410,0.0,0.0,0.0,0.0,0.0,3.28,0.97,0.0
20230113:0510,0.0,0.0,0.0,0.0,0.0,2.83,1.03,0.0
20230113:0610,1005.12,144.24,62.66,1.43,6.61,2.48,1.1,0.0
20230113:0710,2403.66,345.13,123.19,4.23,15.65,4.65,0.62,0.0
20230113:0810,3301.62,486.83,165.21,6.56,22.98,6.94,1.03,0.0
20230113:0910,3321.06,428.71,231.08,7.45,27.96,8.2,1.1,0.0
20230113:1010,2336.64,197.55,263.48,6.42,29.99,9.29,1.03,0.0
20230113:1110,1813.92,119.16,240.76,5.48,28.77,9.85,0.9,0.0
20230113:1210,284.1,0.0,69.99,1.39,24.48,10.0,0.83,0.0
20230113:1310,428.46,4.32,93.39,1.88,17.67,9.49,1.1,0.0
20230113:1410,1518.36,233.14,75.98,2.22,9.01,9.05,1.1,0.0
20230113:1510,0.0,0.0,0.0,0.0,0.0,8.11,0.97,0.0
20230113:1610,0.0,0.0,0.0,0.0,0.0,7.19,0.97,0.0
20230113:1710,0.0,0.0,0.0,0.0,0.0,6.09,0.97,0.0
20230113:1810,0.0,0.0,0.0,0.0,0.0,5.41,0.9,0.0
20230113:1910,0.0,0.0,0.0,0.0,0.0,5.46,0.69,0.0
20230113:2010,0.0,0.0,0.0,0.0,0.0,4.97,0.69,0.0
20230113:2110,0.0,0.0,0.0,0.0,0.0,4.57,0.55,0.0
20230113:2210,0.0,0.0,0.0,0.0,0.0,4.3,0.41,0.0
20230113:2310,0.0,0.0,0.0,0.0,0.0,3.86,0.48,0.0
20230114:0010,0.0,0.0,0.0,0.0,0.0,3.65,0.62,0.0
20230114:0110,0.0,0.0,0.0,0.0,0.0,3.49,0.69,0.0
20230114:0210,0.0,0.0,0.0,0.0,0.0,3.23,0.83,0.0
